LEMMA	POS	polarity_score	has_polarity	provenance
custodia	noun	0	neutral	GOLD
custos	noun	0	neutral	GOLD
cuticula	noun	0	neutral	GOLD
cutis	noun	0	neutral	SILVER
cybeleius	adj	0	neutral	GOLD
cylindrus	noun	0	neutral	GOLD
cylleneus	adj	0	neutral	GOLD
cyllenius	adj	0	neutral	GOLD
cymbium	noun	0	neutral	GOLD
cyprinus	noun	0	neutral	GOLD
cyprius	adj	0	neutral	GOLD
cyrenaeus	adj	0	neutral	GOLD
damma	noun	0	neutral	GOLD
damnatio	noun	-1	negative	GOLD
damnom	noun	-1	negative	SILVER
damnum	noun	-1	negative	GOLD
dampnom	noun	-1	negative	SILVER
dampnum	noun	-1	negative	SILVER
daps	noun	0.5	positive	GOLD
dardanius	adj	0	neutral	GOLD
datom	noun	0	neutral	SILVER
datum	noun	0	neutral	GOLD
dea	noun	0	neutral	GOLD
debil	adj	-1	negative	SILVER
debilis	adj	-1	negative	SILVER
debilitas	noun	-1	negative	GOLD
debitom	noun	0	neutral	SILVER
debitor	noun	0	neutral	GOLD
debitum	noun	0	neutral	GOLD
decemuir	noun	0	neutral	GOLD
decennis	adj	0	neutral	GOLD
deceptio	noun	-1	negative	GOLD
decidiculum	noun	0	neutral	GOLD
decima	noun	0	neutral	GOLD
decimanus	noun	0	neutral	GOLD
decimus	adj	0	neutral	GOLD
declamator	noun	0	neutral	GOLD
declamatorius	adj	0	neutral	GOLD
declaratio	noun	0	neutral	GOLD
decoctior	adj	-0.5	negative	GOLD
decoctor	noun	-1	negative	GOLD
decor	noun	1	positive	GOLD
decorus	adj	1	positive	GOLD
decus	noun	1	positive	GOLD
dedecorosus	adj	-1	negative	GOLD
dedecus	noun	-1	negative	SILVER
deditio	noun	-1	negative	GOLD
deditus	adj	0	neutral	GOLD
defatigatio	noun	-1	negative	SILVER
defectibilitas	noun	-0.5	negative	GOLD
defectio	noun	-1	negative	GOLD
defector	noun	-1	negative	GOLD
defectus	adj	-1	negative	GOLD
defensator	noun	0	neutral	GOLD
defenstrix	noun	0	neutral	GOLD
defetigatio	noun	-1	negative	GOLD
deflexus	noun	0	neutral	GOLD
defomitatus	adj	-1	negative	SILVER
deformis	adj	-1	negative	GOLD
deformitas	noun	-1	negative	SILVER
defrutum	noun	0	neutral	GOLD
defunctus	adj	-0.5	negative	GOLD
degener	adj	-1	negative	GOLD
deiectio	noun	-0.5	negative	GOLD
deinus	adj	0.5	positive	SILVER
deitas	noun	0	neutral	SILVER
dejunctus	adj	0	neutral	GOLD
delatura	noun	-1	negative	GOLD
delenimentom	noun	0.5	positive	SILVER
delenimentum	noun	0.5	positive	GOLD
delicatus	adj	0.5	positive	SILVER
delicia	noun	0.5	positive	GOLD
deliciaris	adj	0	neutral	SILVER
deliciatus	adj	0	neutral	SILVER
deliciolum	noun	1	positive	GOLD
delictom	noun	-1	negative	SILVER
delictum	noun	-1	negative	SILVER
delinimentom	noun	0.5	positive	SILVER
delinimentum	noun	0.5	positive	SILVER
deliquia	noun	0.5	positive	SILVER
deliratio	noun	-0.5	negative	GOLD
delirium	noun	-1	negative	SILVER
delphicus	adj	0	neutral	GOLD
delphin	noun	0	neutral	GOLD
delubrum	noun	0	neutral	GOLD
delumbis	adj	-0.5	negative	GOLD
demens	adj	-1	negative	SILVER
dementia	noun	-1	negative	GOLD
demissus	adj	-1	negative	GOLD
denarius	adj	0	neutral	GOLD
denarius	noun	0	neutral	GOLD
denominatio	noun	0	neutral	GOLD
denotatio	noun	-1	negative	GOLD
dens	noun	0	neutral	GOLD
densitas	noun	0	neutral	GOLD
denus	adj	0	neutral	GOLD
depactio	noun	0	neutral	SILVER
depectio	noun	0	neutral	GOLD
deperditus	adj	-1	negative	GOLD
depositarius	noun	0	neutral	SILVER
depositom	noun	0	neutral	SILVER
depositum	noun	0	neutral	GOLD
deprecatio	noun	-0.5	negative	GOLD
deprecator	noun	0.5	positive	GOLD
depuratio	noun	0.5	positive	GOLD
deridiculom	noun	-1	negative	SILVER
deridiculum	noun	-1	negative	GOLD
derisio	noun	-1	negative	GOLD
descripta	noun	0	neutral	GOLD
deserta	noun	0	neutral	GOLD
desertus	adj	-0.5	negative	GOLD
desiderabilis	adj	0.5	positive	GOLD
desidia	noun	-0.5	negative	GOLD
desidiosus	adj	-1	negative	GOLD
desomnis	adj	-0.5	negative	GOLD
desperatio	noun	-1	negative	GOLD
desperatus	adj	-1	negative	GOLD
despicientia	noun	-1	negative	GOLD
desponsatio	noun	0	neutral	GOLD
destillatio	noun	0	neutral	GOLD
destinatarius	noun	0	neutral	GOLD
destinatio	noun	-1	negative	SILVER
detectio	noun	0.5	positive	GOLD
deterior	adj	-1	negative	GOLD
detestabilis	adj	-1	negative	GOLD
detestabilitas	noun	-1	negative	SILVER
detractatio	noun	-1	negative	SILVER
detractio	noun	-0.5	negative	GOLD
detrectatio	noun	-1	negative	SILVER
detrimentom	noun	-0.5	negative	SILVER
detrimentum	noun	-0.5	negative	GOLD
deuersoriom	noun	0	neutral	SILVER
deuorsorium	noun	0	neutral	GOLD
deus	noun	0	neutral	GOLD
dextera	noun	0	neutral	GOLD
dextra	noun	0	neutral	SILVER
dextrale	noun	0	neutral	SILVER
diabathrarius	noun	0	neutral	SILVER
diabathrom	noun	0	neutral	SILVER
diabathrum	noun	0	neutral	GOLD
diaes	noun	0	neutral	SILVER
diagramma	noun	0	neutral	GOLD
dialis	adj	0	neutral	SILVER
diaphragma	noun	0	neutral	GOLD
diarium	noun	0	neutral	SILVER
dicax	adj	-0.5	negative	GOLD
dicio	noun	0	neutral	GOLD
dictator	noun	0	neutral	GOLD
dictatura	noun	0	neutral	GOLD
dictum	noun	0	neutral	SILVER
dies	noun	0	neutral	GOLD
difficilis	adj	-0.5	negative	GOLD
difficultas	noun	-0.5	negative	SILVER
digitus	noun	0	neutral	GOLD
dignatio	noun	0.5	positive	GOLD
dignitas	noun	1	positive	SILVER
dignus	adj	1	positive	GOLD
diiunctus	adj	-0.5	negative	GOLD
dilapsio	noun	-1	negative	GOLD
dilectus	noun	0	neutral	GOLD
dilenimentom	noun	0.5	positive	SILVER
dilenimentum	noun	0.5	positive	SILVER
diligens	adj	1	positive	GOLD
diligentia	noun	0.5	positive	SILVER
dilucidus	adj	1	positive	GOLD
dimicatio	noun	-1	negative	GOLD
dimidium	noun	0	neutral	GOLD
dimidius	adj	0	neutral	GOLD
dingua	noun	0	neutral	SILVER
diomedeus	adj	0	neutral	GOLD
dionysonymphas	noun	0	neutral	GOLD
diphyes	noun	0	neutral	GOLD
diploma	noun	0	neutral	GOLD
diplomarius	adj	0	neutral	SILVER
diritas	noun	-1	negative	SILVER
dirus	adj	-1	negative	GOLD
dirutio	noun	-1	negative	GOLD
discessus	noun	-0.5	negative	GOLD
disciplina	noun	0	neutral	SILVER
discipulus	noun	0	neutral	GOLD
discordia	noun	-1	negative	GOLD
discors	adj	-0.5	negative	GOLD
discrimen	noun	-1	negative	SILVER
discriptio	noun	0	neutral	GOLD
discumbens	noun	0	neutral	GOLD
discursus	noun	0	neutral	GOLD
disertitudo	noun	1	positive	SILVER
disertus	adj	1	positive	GOLD
disidium	noun	-1	negative	GOLD
dispar	adj	0.5	positive	SILVER
disputatiuncula	noun	0	neutral	GOLD
dissensio	noun	-0.5	negative	GOLD
dissertus	adj	1	positive	SILVER
dissidiom	noun	-1	negative	SILVER
dissidium	noun	-1	negative	GOLD
dissimilatio	noun	-0.5	negative	SILVER
dissimilis	adj	0	neutral	GOLD
dissimulatio	noun	-0.5	negative	GOLD
dissimulator	noun	-1	negative	GOLD
dissolutus	adj	-0.5	negative	GOLD
dissonus	adj	-1	negative	GOLD
distans	adj	0	neutral	GOLD
distinctus	adj	0.5	positive	GOLD
distractio	noun	-0.5	negative	GOLD
dithyrambus	noun	0	neutral	GOLD
diua	noun	0	neutral	GOLD
diualiis	adj	1	positive	GOLD
diuersitas	noun	-0.5	negative	GOLD
diuersum	noun	0	neutral	GOLD
diues	adj	0.5	positive	GOLD
diuina	noun	0	neutral	GOLD
diuinitas	noun	0.5	positive	SILVER
diuinus	adj	0.5	positive	GOLD
diuitiae	noun	0.5	positive	SILVER
diurnum	noun	0	neutral	GOLD
diurnus	adj	0	neutral	SILVER
dius	adj	0.5	positive	GOLD
diutinus	adj	0	neutral	GOLD
diuturnitas	noun	0.5	positive	SILVER
diuturnus	adj	0.5	positive	GOLD
diuus	adj	0	neutral	SILVER
diuus	noun	0	neutral	GOLD
docimen	noun	0	neutral	SILVER
docimentom	noun	0	neutral	SILVER
doctor	noun	0.5	positive	SILVER
doctrina	noun	0	neutral	SILVER
documen	noun	0	neutral	GOLD
documentum	noun	0	neutral	GOLD
dodrans	noun	0	neutral	GOLD
dolium	noun	0	neutral	GOLD
dolor	noun	-1	negative	GOLD
dolus	noun	-1	negative	GOLD
domesticus	noun	0	neutral	GOLD
domesticus	adj	0	neutral	SILVER
domicilium	noun	0	neutral	GOLD
domina	noun	0.5	positive	GOLD
dominatio	noun	0	neutral	SILVER
dominatrix	noun	0	neutral	GOLD
domus	noun	0	neutral	GOLD
domusio	noun	0	neutral	GOLD
donarius	adj	0	neutral	SILVER
donatio	noun	0	neutral	GOLD
donatiuum	noun	0	neutral	GOLD
donom	noun	0.5	positive	SILVER
donum	noun	0	neutral	GOLD
dorsum	noun	0	neutral	GOLD
dos	noun	0.5	positive	GOLD
dotatus	adj	1	positive	GOLD
drama	noun	0	neutral	GOLD
dramaticos	adj	0	neutral	SILVER
dubietas	noun	-0.5	negative	SILVER
dubiom	noun	-0.5	negative	SILVER
dubitabilis	adj	-0.5	negative	GOLD
dubitatio	noun	-1	negative	GOLD
dubium	noun	-0.5	negative	GOLD
dubius	adj	-0.5	negative	GOLD
ducalis	adj	0.5	positive	SILVER
duchissa	noun	0	neutral	SILVER
ducissa	noun	0	neutral	GOLD
ductor	noun	0.5	positive	GOLD
duenos	adj	1	positive	SILVER
dulcedo	noun	0.5	positive	SILVER
dulciarius	adj	0.5	positive	SILVER
dulcis	adj	0.5	positive	GOLD
dulcitas	noun	0.5	positive	SILVER
dulcitudo	noun	0.5	positive	SILVER
dunom	noun	0	neutral	SILVER
dunum	noun	0	neutral	SILVER
dunus	adj	1	positive	SILVER
duonus	adj	1	positive	SILVER
duplex	adj	0	neutral	GOLD
duplicaris	adj	0	neutral	SILVER
duplicarius	adj	0	neutral	SILVER
duplicitas	noun	-1	negative	GOLD
duploma	noun	0	neutral	SILVER
durateus	adj	0	neutral	GOLD
duritas	noun	-0.5	negative	SILVER
duritia	noun	-0.5	negative	SILVER
durities	noun	-0.5	negative	SILVER
duritudo	noun	-0.5	negative	SILVER
duriusculus	adj	-0.5	negative	GOLD
durum	noun	-1	negative	GOLD
durus	adj	-0.5	negative	GOLD
dux	noun	0.5	positive	GOLD
eboreus	adj	0	neutral	GOLD
ebriacus	adj	-0.5	negative	GOLD
ebrietas	noun	-0.5	negative	GOLD
ebriositas	noun	-0.5	negative	SILVER
ebriosus	adj	-0.5	negative	GOLD
ebrius	adj	-0.5	negative	SILVER
ebur	noun	0	neutral	GOLD
eburatus	adj	0	neutral	GOLD
ecclesia	noun	0	neutral	GOLD
ecferitas	noun	-1	negative	SILVER
ecferus	adj	-1	negative	SILVER
ecfluxus	adj	0	neutral	SILVER
ecfugiom	noun	0	neutral	SILVER
ecfugium	noun	0	neutral	SILVER
echionius	adj	0	neutral	GOLD
eclipticus	adj	0	neutral	GOLD
ectypus	adj	0	neutral	GOLD
edera	noun	0	neutral	SILVER
edictum	noun	0	neutral	GOLD
editus	adj	0.5	positive	SILVER
educatio	noun	0	neutral	GOLD
educator	noun	0	neutral	GOLD
effectus	noun	0.5	positive	GOLD
effeminatus	adj	-1	negative	GOLD
efferitas	noun	-1	negative	SILVER
efferus	adj	-1	negative	GOLD
efficacia	noun	1	positive	GOLD
efficax	adj	1	positive	SILVER
efficiens	adj	0.5	positive	GOLD
effigies	noun	0	neutral	SILVER
effluxus	adj	0	neutral	GOLD
effrenatus	adj	-1	negative	GOLD
effugiom	noun	0	neutral	SILVER
effugium	noun	0	neutral	GOLD
egens	adj	-0.5	negative	GOLD
eger	adj	-1	negative	SILVER
egestas	noun	-1	negative	GOLD
egregiatus	noun	1	positive	SILVER
egregius	adj	0	neutral	SILVER
egressus	noun	0	neutral	GOLD
eileton	noun	0	neutral	GOLD
eira	noun	-1	negative	SILVER
eiulatio	noun	-1	negative	GOLD
elaboratio	noun	-0.5	negative	GOLD
elapsus	noun	0	neutral	GOLD
elecebra	noun	-0.5	negative	GOLD
electio	noun	0	neutral	GOLD
electrum	noun	0	neutral	GOLD
electus	adj	0.5	positive	GOLD
elegans	adj	1	positive	GOLD
elegantia	noun	1	positive	GOLD
elegi	noun	0	neutral	GOLD
elementa	noun	0	neutral	GOLD
elementum	noun	0	neutral	SILVER
elenchus	noun	0	neutral	GOLD
elephantus	noun	0	neutral	GOLD
eligans	adj	1	positive	SILVER
eligantia	noun	1	positive	SILVER
elinguis	adj	-0.5	negative	GOLD
elocutio	noun	0	neutral	GOLD
elysius	adj	0	neutral	GOLD
emendatio	noun	0.5	positive	GOLD
emendatus	adj	1	positive	GOLD
eminens	adj	1	positive	SILVER
emissariom	noun	0	neutral	SILVER
emissarium	noun	0	neutral	GOLD
emolimentom	noun	0.5	positive	SILVER
emolimentum	noun	0.5	positive	SILVER
emolumenticius	adj	0.5	positive	SILVER
emolumentom	noun	0.5	positive	SILVER
emolumentum	noun	0.5	positive	GOLD
emptor	noun	0	neutral	GOLD
enariste	noun	0	neutral	GOLD
enarratio	noun	0	neutral	GOLD
endromis	noun	0	neutral	GOLD
eneruatus	adj	-1	negative	GOLD
eneruis	adj	-1	negative	GOLD
entheus	adj	0	neutral	GOLD
eous	adj	0	neutral	GOLD
ephemeridae	noun	0	neutral	GOLD
ephippium	noun	0	neutral	GOLD
epicus	adj	0	neutral	GOLD
epigramma	noun	0	neutral	GOLD
epigrammatum	noun	0	neutral	GOLD
epipedos	noun	0	neutral	GOLD
epistola	noun	0	neutral	GOLD
epistula	noun	0	neutral	SILVER
epos	noun	0	neutral	SILVER
epulae	noun	0	neutral	GOLD
eq	noun	0	neutral	GOLD
eques	noun	0	neutral	GOLD
equester	adj	0	neutral	GOLD
equestria	noun	0	neutral	GOLD
equitatus	adj	0	neutral	SILVER
equitatus	noun	0	neutral	GOLD
equus	noun	0	neutral	GOLD
erectus	adj	0.5	positive	GOLD
eritudo	noun	0	neutral	SILVER
erratom	noun	-1	negative	SILVER
erratum	noun	-1	negative	GOLD
erro	noun	0	neutral	SILVER
erroneus	adj	0	neutral	GOLD
error	noun	-1	negative	GOLD
eruditio	noun	0.5	positive	SILVER
eruditus	adj	1	positive	GOLD
eruptio	noun	0	neutral	GOLD
erus	noun	0	neutral	SILVER
erycinus	adj	0	neutral	GOLD
erytheis	adj	0	neutral	GOLD
escensio	noun	0	neutral	GOLD
essedarius	adj	0	neutral	GOLD
essentia	noun	0	neutral	GOLD
essentialis	adj	0	neutral	SILVER
essuries	noun	-0.5	negative	SILVER
esurialis	adj	-0.5	negative	SILVER
esuries	noun	-0.5	negative	SILVER
etas	noun	0	neutral	SILVER
eternitas	noun	0.5	positive	SILVER
eternus	adj	0	neutral	GOLD
ethologus	noun	0	neutral	GOLD
etruscus	adj	0	neutral	GOLD
euanidus	adj	-0.5	negative	GOLD
euentom	noun	0	neutral	SILVER
euentum	noun	0	neutral	GOLD
euersio	noun	-1	negative	GOLD
eugeneus	adj	0.5	positive	GOLD
eugenius	adj	0.5	positive	SILVER
euolutio	noun	0	neutral	GOLD
eusebes	noun	0	neutral	GOLD
exactor	noun	0	neutral	GOLD
exactus	adj	1	positive	GOLD
exagoga	noun	0	neutral	GOLD
exagoge	noun	0	neutral	SILVER
exanimalis	adj	-1	negative	GOLD
exanimus	adj	-1	negative	GOLD
exasperatio	noun	-0.5	negative	GOLD
excellens	adj	1	positive	GOLD
excellentia	noun	1	positive	GOLD
excellentis	adj	1	positive	GOLD
excelsitas	noun	1	positive	SILVER
excelsum	noun	0	neutral	GOLD
excelsus	adj	1	positive	GOLD
exceptio	noun	0	neutral	GOLD
excessus	noun	-0.5	negative	GOLD
excidio	noun	-1	negative	GOLD
excidiom	noun	-1	negative	SILVER
excidium	noun	-1	negative	GOLD
exclamatio	noun	0	neutral	GOLD
excors	adj	-1	negative	GOLD
excubitor	noun	0	neutral	GOLD
excusatio	noun	0.5	positive	SILVER
execrabilis	adj	-1	negative	GOLD
exemplar	noun	0	neutral	GOLD
exemplare	noun	0	neutral	SILVER
exemplum	noun	0	neutral	SILVER
exempoator	noun	1	positive	GOLD
exequialis	adj	-0.5	negative	SILVER
exercitatio	noun	0	neutral	GOLD
exercitualis	adj	0	neutral	SILVER
exercitus	noun	0	neutral	GOLD
exferus	adj	-1	negative	SILVER
exfugiom	noun	0	neutral	SILVER
exfugium	noun	0	neutral	SILVER
exhalatio	noun	-0.5	negative	GOLD
exhaustus	adj	-0.5	negative	GOLD
exhonoratio	noun	-1	negative	GOLD
exiguitas	noun	0.5	positive	SILVER
exiguus	adj	0	neutral	SILVER
exiliom	noun	-1	negative	SILVER
exilis	adj	0	neutral	SILVER
exilium	noun	-1	negative	SILVER
eximietas	noun	1	positive	GOLD
eximius	adj	1	positive	SILVER
exinanitio	noun	-0.5	negative	GOLD
existimatio	noun	0.5	positive	GOLD
exitiabilis	adj	-1	negative	GOLD
exitialis	adj	-1	negative	SILVER
exitiom	noun	-1	negative	SILVER
exitium	noun	-1	negative	GOLD
exitus	noun	0	neutral	GOLD
exorabilis	adj	-0.5	negative	GOLD
exostra	noun	0	neutral	GOLD
expectatio	noun	0	neutral	SILVER
expeditio	noun	0	neutral	GOLD
expensom	noun	0	neutral	SILVER
expensum	noun	0	neutral	GOLD
experimentum	noun	0	neutral	GOLD
expers	adj	0	neutral	GOLD
explorator	noun	0	neutral	GOLD
exploratus	adj	0	neutral	GOLD
expolitus	adj	1	positive	GOLD
exprobratio	noun	-1	negative	GOLD
expugnatio	noun	1	positive	GOLD
exquaesitor	noun	0	neutral	GOLD
exsanguis	adj	-1	negative	GOLD
exsecrabilis	adj	-1	negative	SILVER
exsecratus	adj	-1	negative	GOLD
exsemplar	noun	0	neutral	SILVER
exsemplare	noun	0	neutral	SILVER
exsequiae	noun	-0.5	negative	SILVER
exsequialis	adj	-0.5	negative	GOLD
exsiliom	noun	-1	negative	SILVER
exsilium	noun	-1	negative	GOLD
exsistimatio	noun	0.5	positive	GOLD
exspectatio	noun	0	neutral	GOLD
exspes	noun	-1	negative	GOLD
exsspectatio	noun	0	neutral	SILVER
exsstinctor	noun	-0.5	negative	SILVER
exssultatio	noun	0.5	positive	SILVER
exstinctor	noun	-0.5	negative	GOLD
exstremom	noun	0	neutral	SILVER
exsul	noun	-1	negative	SILVER
exsultatio	noun	0.5	positive	GOLD
exsuperantia	noun	0.5	positive	GOLD
exta	noun	0	neutral	GOLD
exter	adj	0	neutral	GOLD
externum	noun	0	neutral	GOLD
externus	adj	0	neutral	SILVER
exterus	adj	0	neutral	SILVER
extimom	noun	0	neutral	SILVER
extimum	noun	0	neutral	GOLD
extinctor	noun	-0.5	negative	SILVER
extrarius	adj	0	neutral	GOLD
extremitas	noun	0	neutral	SILVER
extremum	noun	0	neutral	GOLD
extritio	noun	-1	negative	GOLD
exul	noun	-1	negative	GOLD
exularis	adj	-1	negative	SILVER
exultatio	noun	0.5	positive	SILVER
exundatio	noun	0	neutral	GOLD
exuperantia	noun	0.5	positive	SILVER
faba	noun	0	neutral	GOLD
faber	noun	0	neutral	SILVER
fabius	adj	0	neutral	GOLD
fabrica	noun	0	neutral	GOLD
fabrilis	adj	0.5	positive	GOLD
fabula	noun	0	neutral	GOLD
fabularis	adj	0	neutral	SILVER
facetia	noun	0	neutral	GOLD
facetiae	noun	1	positive	GOLD
facetus	adj	0	neutral	SILVER
facialia	noun	0	neutral	SILVER
facies	noun	0	neutral	GOLD
facilis	adj	0.5	positive	GOLD
facilitas	noun	0.5	positive	SILVER
facinerosus	adj	-1	negative	GOLD
facinorosus	adj	-1	negative	GOLD
facinus	noun	-1	negative	SILVER
factio	noun	0.5	positive	SILVER
factom	noun	-1	negative	SILVER
factum	noun	-1	negative	SILVER
facultas	noun	0.5	positive	SILVER
facundia	noun	1	positive	SILVER
facunditas	noun	1	positive	SILVER
facundus	adj	1	positive	SILVER
faeceus	adj	-1	negative	GOLD
faeles	noun	0	neutral	SILVER
faenerator	noun	-0.5	negative	SILVER
faerus	adj	-1	negative	SILVER
faetor	noun	-1	negative	SILVER
faex	noun	-1	negative	SILVER
fagineus	adj	0	neutral	GOLD
falcidianus	adj	0	neutral	GOLD
falcifer	adj	0	neutral	GOLD
faliscus	adj	0	neutral	GOLD
fallacia	noun	-1	negative	GOLD
fallacitas	noun	-1	negative	SILVER
fallax	adj	-1	negative	GOLD
falsilocus	adj	-1	negative	SILVER
falsiloquium	noun	-1	negative	SILVER
falsiloquus	adj	-1	negative	GOLD
falsum	noun	-1	negative	GOLD
falsus	adj	-1	negative	GOLD
falx	noun	0	neutral	GOLD
fames	noun	-0.5	negative	GOLD
familia	noun	0.5	positive	SILVER
familiaricus	adj	0	neutral	SILVER
familiaris	adj	0.5	positive	GOLD
familiaris	noun	1	positive	SILVER
familiaritas	noun	0.5	positive	GOLD
famis	noun	-0.5	negative	SILVER
famul	noun	0	neutral	SILVER
famularis	adj	0	neutral	SILVER
famulitium	noun	0	neutral	SILVER
famulus	noun	0	neutral	SILVER
fanum	noun	0	neutral	GOLD
far	noun	0	neutral	GOLD
farina	noun	0	neutral	GOLD
farmacopola	noun	0	neutral	SILVER
farraceus	adj	0	neutral	SILVER
farrarius	adj	0	neutral	SILVER
farratus	adj	0	neutral	SILVER
farreatus	adj	0	neutral	SILVER
farreus	adj	0	neutral	SILVER
farricus	adj	0	neutral	SILVER
fas	noun	1	positive	GOLD
fascisticus	adj	-1	negative	GOLD
fasti	noun	0.5	positive	GOLD
fastidiosus	adj	-1	negative	GOLD
fastidium	noun	-1	negative	GOLD
fastigium	noun	0.5	positive	GOLD
fastosus	adj	-0.5	negative	SILVER
fastuosus	adj	-0.5	negative	SILVER
fatalis	adj	0	neutral	GOLD
fatalitas	noun	0	neutral	SILVER
fatibula	noun	0	neutral	SILVER
fatuitas	noun	-1	negative	SILVER
fatum	noun	0	neutral	SILVER
fatuus	adj	-1	negative	GOLD
fatuus	noun	-0.5	negative	GOLD
fauor	noun	1	positive	GOLD
fauorabilis	adj	1	positive	SILVER
faustitas	noun	1	positive	SILVER
faustus	adj	1	positive	GOLD
faux	noun	0	neutral	GOLD
febris	noun	-0.5	negative	GOLD
fecunditas	noun	1	positive	GOLD
fecundus	adj	1	positive	SILVER
felicitas	noun	1	positive	SILVER
felis	noun	0	neutral	GOLD
felix	adj	1	positive	GOLD
felixs	adj	1	positive	SILVER
felo	noun	-1	negative	GOLD
femen	noun	0	neutral	GOLD
femina	noun	0	neutral	SILVER
feminal	noun	-0.5	negative	SILVER
femineus	adj	-0.5	negative	SILVER
fenerator	noun	-0.5	negative	GOLD
fenestra	noun	0	neutral	GOLD
fera	noun	0	neutral	GOLD
ferax	adj	1	positive	SILVER
feretrius	adj	0	neutral	GOLD
feritas	noun	-1	negative	SILVER
ferocitas	noun	-1	negative	GOLD
ferox	adj	-1	negative	SILVER
ferrugineus	adj	0	neutral	GOLD
ferruginus	adj	0	neutral	SILVER
ferrugo	noun	0	neutral	SILVER
ferrum	noun	0	neutral	GOLD
fertilis	adj	1	positive	SILVER
feruidus	adj	-0.5	negative	GOLD
ferus	adj	-1	negative	GOLD
fessus	adj	-1	negative	GOLD
festus	adj	1	positive	GOLD
fetus	noun	0	neutral	GOLD
fibra	noun	0	neutral	GOLD
ficticius	adj	-0.5	negative	GOLD
ficus	noun	0	neutral	GOLD
fidelis	adj	1	positive	GOLD
fidelitas	noun	1	positive	SILVER
fides	noun	1	positive	GOLD
fidicen	noun	0	neutral	GOLD
fidicula	noun	0	neutral	GOLD
fidis	noun	1	positive	SILVER
fiducia	noun	0.5	positive	SILVER
fiducialis	adj	0.5	positive	SILVER
fiduciarius	adj	0.5	positive	SILVER
fidus	adj	1	positive	GOLD
filia	noun	0	neutral	GOLD
filietas	noun	0	neutral	SILVER
filius	noun	0	neutral	GOLD
filosophus	noun	0	neutral	SILVER
filum	noun	0	neutral	GOLD
finalis	adj	0	neutral	SILVER
finis	noun	0	neutral	GOLD
finitimi	noun	0	neutral	GOLD
finitimus	adj	0	neutral	GOLD
firmamentom	noun	0	neutral	SILVER
firmamentum	noun	0	neutral	GOLD
firmitas	noun	1	positive	GOLD
firmitudo	noun	1	positive	SILVER
firmus	adj	1	positive	GOLD
fitilla	noun	0	neutral	GOLD
flabilis	adj	0	neutral	GOLD
flagitiom	noun	-1	negative	SILVER
flagitiosus	adj	-1	negative	GOLD
flagitium	noun	-1	negative	SILVER
flamen	noun	0	neutral	GOLD
flaminica	noun	0	neutral	GOLD
flatus	noun	0	neutral	GOLD
flauens	adj	0	neutral	GOLD
flauus	adj	0	neutral	GOLD
flebilis	adj	-1	negative	GOLD
fletus	noun	-1	negative	GOLD
flexanimus	adj	0	neutral	GOLD
flexibilis	adj	0	neutral	SILVER
flexibilitas	noun	0	neutral	GOLD
flexus	noun	0	neutral	GOLD
floralis	adj	0.5	positive	SILVER
florens	adj	1	positive	GOLD
floretom	noun	0.5	positive	SILVER
floretum	noun	0.5	positive	SILVER
floreus	adj	0.5	positive	SILVER
flos	noun	0.5	positive	GOLD
fluctio	noun	0	neutral	GOLD
fluctus	noun	0	neutral	SILVER
fluentum	noun	0	neutral	SILVER
flumen	noun	0	neutral	GOLD
fluuius	noun	0	neutral	GOLD
focacius	adj	0	neutral	SILVER
focaris	adj	0	neutral	SILVER
focarius	adj	0	neutral	SILVER
focus	noun	0	neutral	GOLD
fodorus	noun	0	neutral	GOLD
foederatus	adj	0	neutral	GOLD
foeditas	noun	-1	negative	GOLD
foedus	adj	-1	negative	SILVER
foedus	noun	0	neutral	GOLD
foemina	noun	-0.5	negative	SILVER
foetidus	adj	-1	negative	GOLD
foetor	noun	-1	negative	GOLD
fons	noun	0	neutral	GOLD
foramen	noun	0	neutral	GOLD
foris	noun	0	neutral	GOLD
forma	noun	1	positive	SILVER
formamentum	noun	0	neutral	GOLD
formidabilis	adj	-1	negative	GOLD
formido	noun	-1	negative	GOLD
formidolositas	noun	-1	negative	SILVER
formidolosus	adj	-1	negative	GOLD
formidulositas	noun	-1	negative	SILVER
formidulosus	adj	-1	negative	SILVER
formonsulus	adj	0.5	positive	SILVER
formosulus	adj	0.5	positive	GOLD
formosus	adj	1	positive	SILVER
formula	noun	0	neutral	GOLD
formularius	adj	0	neutral	SILVER
fornacalis	adj	0	neutral	SILVER
fornacarius	adj	0	neutral	SILVER
fornax	noun	0	neutral	GOLD
fornicatio	noun	-1	negative	GOLD
foroiuliensis	adj	0	neutral	GOLD
fors	noun	0	neutral	SILVER
fortis	adj	0.5	positive	GOLD
fortitas	noun	0.5	positive	SILVER
fortitudo	noun	0.5	positive	SILVER
fortuita	noun	0	neutral	GOLD
fortuna	noun	0	neutral	SILVER
fortunatus	adj	1	positive	SILVER
fortuniom	noun	1	positive	SILVER
fortunium	noun	1	positive	GOLD
forum	noun	0	neutral	GOLD
fossa	noun	0	neutral	GOLD
fostis	noun	-1	negative	SILVER
fractus	adj	-0.5	negative	GOLD
fraga	noun	0	neutral	GOLD
fragilis	adj	-0.5	negative	GOLD
fragum	noun	0	neutral	GOLD
frater	noun	0	neutral	GOLD
fraternus	adj	0	neutral	SILVER
fratrabilis	adj	0	neutral	SILVER
fratria	noun	0	neutral	SILVER
fraudatio	noun	-1	negative	GOLD
